Customer|Name|Revision|Configurable|Name|Number|Revision|Description|Manufacturer|Name|Number|Revision|Description|ConfigurationOption|ConsolidatedReferences|CustomerPartNumber|Name|Value|Description|InternalPartNumber|IsSubAssembly|ItemNumber|Manufacturer|OptionCode|Package|PartLabel|PartRevision|PartType|Polarized|Quantity|Reference|RevisionMode|Socket|UnitOfIssue
REI-CCA|117167-REV3-REI|3_2|no|C0402C120K4GAC-7867|C0402C120K4GAC-7867||PCBA,GPS EOS ROBUST|Kemet||||||109||||CAP,12PF,16V,C0G,10%,CER,0402|C0402C120K4GACTU|no|39|Kemet|||||Electronic||1||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C0402C120K4GAC7867|C0402C120K4GAC7867||PCBA,GPS EOS ROBUST|Kemet||||||110||||CAP,12PF,16V,C0G,10%,CER,0402|C0402C120K4GACTU|no|40|Kemet|||||Electronic||1||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|CC0402JRNPO9BN150|CC0402JRNPO9BN150||PCBA,GPS EOS ROBUST|Yageo||||||111||||CAP,15PF,50V,5%,C0G,CER,0402|CC0402JRNP09BN150|no|41|Yageo|||||Electronic||3||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|CC0402JRNPO9BN150|CC0402JRNPO9BN150||PCBA,GPS EOS ROBUST|Yageo||||||112||||CAP,15PF,50V,5%,C0G,CER,0402|CC0402JRNP09BN150|no|41|Yageo|||||Electronic||3||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|CC0402JRNPO9BN150|CC0402JRNPO9BN150||PCBA,GPS EOS ROBUST|Yageo||||||113||||CAP,15PF,50V,5%,C0G,CER,0402|CC0402JRNP09BN150|no|41|Yageo|||||Electronic||3||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Yageo||||||114|GRM155R71H223KA12D|||CAP,0.022UF,50V,10%,X7R,CER,0402|GRM155R71H223KA12D|no|42|Yageo|||||Electronic||1||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Yageo||||||115||||CAP,390PF,50V,X7R,10%,CER,0402|04025C391KAT2A|no|43|Yageo|||||Electronic||1||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Yageo||||||116||||CAP,47PF,50V,C0G,5%,CER,0402|GRM1555C1H470JA01D|no|44|Yageo|||||Electronic||1||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Yageo||||||117||||CAP,56PF,50V,C0G,5%,CER,0402|GRM1555C1H560JA01D|no|45|Yageo|||||Electronic||1||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Yageo||||||118||||CAP,0.0068UF,50V,10%,X7R,CER,0402|GRM155R71H682KA88D|no|46|Yageo|||||Electronic||1||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Yageo||||||119||||CAP,820PF,50V,C0G,5%,CER,0402|GRM1555C1H821JA01D|no|47|Yageo|||||Electronic||1||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C0603C104K5RAC-7867|C0603C104K5RAC-7867||PCBA,GPS EOS ROBUST|Kemet||||||120|C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|48|Kemet|||||Electronic||13||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C0603C104K5RAC-7867|C0603C104K5RAC-7867||PCBA,GPS EOS ROBUST|Kemet||||||121|C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|48|Kemet|||||Electronic||13||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C0603C104K5RAC-7867|C0603C104K5RAC-7867||PCBA,GPS EOS ROBUST|Kemet||||||122|C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|48|Kemet|||||Electronic||13||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C0603C104K5RAC76217867|C0603C104K5RAC76217867||PCBA,GPS EOS ROBUST|Kemet||||||123|C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|49|Kemet|||||Electronic||13||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C0603C104K5RAC76217867|C0603C104K5RAC76217867||PCBA,GPS EOS ROBUST|Kemet||||||124|C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|49|Kemet|||||Electronic||13||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C0603C104K5RAC76217867|C0603C104K5RAC76217867||PCBA,GPS EOS ROBUST|Kemet||||||125|C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|49|Kemet|||||Electronic||13||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C0603C104K5RAC7867|C0603C104K5RAC7867||PCBA,GPS EOS ROBUST|Kemet||||||126|C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|50|Kemet|||||Electronic||13||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C0603C104K5RAC7867|C0603C104K5RAC7867||PCBA,GPS EOS ROBUST|Kemet||||||127|C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|50|Kemet|||||Electronic||13||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C0603C104K5RAC7867|C0603C104K5RAC7867||PCBA,GPS EOS ROBUST|Kemet||||||128|C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|50|Kemet|||||Electronic||13||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C0603C104K5RACTU|C0603C104K5RACTU||PCBA,GPS EOS ROBUST|Kemet||||||129|C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|51|Kemet|||||Electronic||13||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C0603C104K5RACTU|C0603C104K5RACTU||PCBA,GPS EOS ROBUST|Kemet||||||130|C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|51|Kemet|||||Electronic||13||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C0603C104K5RACTU|C0603C104K5RACTU||PCBA,GPS EOS ROBUST|Kemet||||||131|C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|51|Kemet|||||Electronic||13||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C1608X7R1H104K080AA|C1608X7R1H104K080AA||PCBA,GPS EOS ROBUST|TDK||||||132|C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|52|TDK|||||Electronic||13||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C1608X7R1H104K080AA|C1608X7R1H104K080AA||PCBA,GPS EOS ROBUST|TDK||||||133|C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|52|TDK|||||Electronic||13||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C1608X7R1H104K080AA|C1608X7R1H104K080AA||PCBA,GPS EOS ROBUST|TDK||||||134|C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|52|TDK|||||Electronic||13||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C1608X7R1H104KT000N|C1608X7R1H104KT000N||PCBA,GPS EOS ROBUST|TDK||||||135|C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|53|TDK|||||Electronic||13||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C1608X7R1H104KT000N|C1608X7R1H104KT000N||PCBA,GPS EOS ROBUST|TDK||||||136|C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|53|TDK|||||Electronic||13||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C1608X7R1H104KT000N|C1608X7R1H104KT000N||PCBA,GPS EOS ROBUST|TDK||||||137|C0603C104K5RAC-7800|||CAP, X7R, 0.1UF, 50V, 10%, 0603|C0603C104K5RAC-7800|no|53|TDK|||||Electronic||13||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C1608X7R1E105KT000N|C1608X7R1E105KT000N||PCBA,GPS EOS ROBUST|TDK||||||138||||CAP,1UF,25V,X7R,10%,CER,0603|C1608X7R1E105K080AB|no|54|TDK|||||Electronic||1||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|TDK||||||139||||CAP,0.0018F,50V,5%,C0G,CER,0603|GRM1885C1H182JA01D|no|55|TDK|||||Electronic||1||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C1608X7R1H224KT000N|C1608X7R1H224KT000N||PCBA,GPS EOS ROBUST|TDK||||||140||||SMT 0603 .22UF 50V 10% X7R|C1608X7R1H224K080AB|no|56|TDK|||||Electronic||5||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C1608X7R1H224KT000N|C1608X7R1H224KT000N||PCBA,GPS EOS ROBUST|TDK||||||141||||SMT 0603 .22UF 50V 10% X7R|C1608X7R1H224K080AB|no|56|TDK|||||Electronic||5||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C1608X7R1H224KT000N|C1608X7R1H224KT000N||PCBA,GPS EOS ROBUST|TDK||||||142||||SMT 0603 .22UF 50V 10% X7R|C1608X7R1H224K080AB|no|56|TDK|||||Electronic||5||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C1608X7R1H224KT000N|C1608X7R1H224KT000N||PCBA,GPS EOS ROBUST|TDK||||||143||||SMT 0603 .22UF 50V 10% X7R|C1608X7R1H224K080AB|no|56|TDK|||||Electronic||5||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C1608X7R1H224KT000N|C1608X7R1H224KT000N||PCBA,GPS EOS ROBUST|TDK||||||144||||SMT 0603 .22UF 50V 10% X7R|C1608X7R1H224K080AB|no|56|TDK|||||Electronic||5||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|TDK||||||145||||CAP,0.0039UF,50V,C0G,5%,CER,0603|GRM1885C1H392JA01D|no|57|TDK|||||Electronic||1||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|06035C472KAT2A|06035C472KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||146||||CAP,4.7NF,50V,10%,X7R,CER,0603|GRM188R71H472KA01D|no|58|AVX Electronics|||||Electronic||1||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C0603C472K5RACTU|C0603C472K5RACTU||PCBA,GPS EOS ROBUST|Kemet||||||147||||CAP,4.7NF,50V,10%,X7R,CER,0603|GRM188R71H472KA01D|no|59|Kemet|||||Electronic||1||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Kemet||||||148||||RES,0R00,1/8W,1%,+/-100PPM,THKF,0805|CRCW08050000Z0EA|no|60|Kemet|||||Electronic||1||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Kemet||||||149||||RES,10R0,1/2W,1%,+/-100PPM,THKF,0805|CRCW080510R0FKEAHP|no|61|Kemet|||||Electronic||2||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Kemet||||||150||||RES,10R0,1/2W,1%,+/-100PPM,THKF,0805|CRCW080510R0FKEAHP|no|61|Kemet|||||Electronic||2||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|08055C105KAT2A|08055C105KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||151||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|62|AVX Electronics|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|08055C105KAT2A|08055C105KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||152||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|62|AVX Electronics|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|08055C105KAT2A|08055C105KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||153||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|62|AVX Electronics|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|08055C105KAT2A|08055C105KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||154||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|62|AVX Electronics|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|08055C105KAT2A|08055C105KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||155||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|62|AVX Electronics|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|08055C105KAT2A|08055C105KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||156||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|62|AVX Electronics|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|08055C105KAT2A|08055C105KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||157||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|62|AVX Electronics|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|08055C105KAT2A|08055C105KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||158||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|62|AVX Electronics|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|08055C105KAT2A|08055C105KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||159||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|62|AVX Electronics|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|08055C105KAT2A|08055C105KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||160||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|62|AVX Electronics|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C0805C105K5RACTU|C0805C105K5RACTU||PCBA,GPS EOS ROBUST|Kemet||||||161||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|63|Kemet|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C0805C105K5RACTU|C0805C105K5RACTU||PCBA,GPS EOS ROBUST|Kemet||||||162||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|63|Kemet|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C0805C105K5RACTU|C0805C105K5RACTU||PCBA,GPS EOS ROBUST|Kemet||||||163||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|63|Kemet|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C0805C105K5RACTU|C0805C105K5RACTU||PCBA,GPS EOS ROBUST|Kemet||||||164||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|63|Kemet|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C0805C105K5RACTU|C0805C105K5RACTU||PCBA,GPS EOS ROBUST|Kemet||||||165||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|63|Kemet|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C0805C105K5RACTU|C0805C105K5RACTU||PCBA,GPS EOS ROBUST|Kemet||||||166||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|63|Kemet|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C0805C105K5RACTU|C0805C105K5RACTU||PCBA,GPS EOS ROBUST|Kemet||||||167||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|63|Kemet|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C0805C105K5RACTU|C0805C105K5RACTU||PCBA,GPS EOS ROBUST|Kemet||||||168||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|63|Kemet|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C0805C105K5RACTU|C0805C105K5RACTU||PCBA,GPS EOS ROBUST|Kemet||||||169||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|63|Kemet|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C0805C105K5RACTU|C0805C105K5RACTU||PCBA,GPS EOS ROBUST|Kemet||||||170||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|63|Kemet|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|GRM21BR71H105KA12|GRM21BR71H105KA12||PCBA,GPS EOS ROBUST|Murata-Erie||||||171||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|64|Murata-Erie|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|GRM21BR71H105KA12|GRM21BR71H105KA12||PCBA,GPS EOS ROBUST|Murata-Erie||||||172||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|64|Murata-Erie|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|GRM21BR71H105KA12|GRM21BR71H105KA12||PCBA,GPS EOS ROBUST|Murata-Erie||||||173||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|64|Murata-Erie|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|GRM21BR71H105KA12|GRM21BR71H105KA12||PCBA,GPS EOS ROBUST|Murata-Erie||||||174||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|64|Murata-Erie|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|GRM21BR71H105KA12|GRM21BR71H105KA12||PCBA,GPS EOS ROBUST|Murata-Erie||||||175||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|64|Murata-Erie|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|GRM21BR71H105KA12|GRM21BR71H105KA12||PCBA,GPS EOS ROBUST|Murata-Erie||||||176||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|64|Murata-Erie|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|GRM21BR71H105KA12|GRM21BR71H105KA12||PCBA,GPS EOS ROBUST|Murata-Erie||||||177||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|64|Murata-Erie|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|GRM21BR71H105KA12|GRM21BR71H105KA12||PCBA,GPS EOS ROBUST|Murata-Erie||||||178||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|64|Murata-Erie|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|GRM21BR71H105KA12|GRM21BR71H105KA12||PCBA,GPS EOS ROBUST|Murata-Erie||||||179||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|64|Murata-Erie|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|GRM21BR71H105KA12|GRM21BR71H105KA12||PCBA,GPS EOS ROBUST|Murata-Erie||||||180||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|64|Murata-Erie|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|CL21B105KBFNNNE|CL21B105KBFNNNE||PCBA,GPS EOS ROBUST|Samsung||||||181||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|65|Samsung|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|CL21B105KBFNNNE|CL21B105KBFNNNE||PCBA,GPS EOS ROBUST|Samsung||||||182||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|65|Samsung|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|CL21B105KBFNNNE|CL21B105KBFNNNE||PCBA,GPS EOS ROBUST|Samsung||||||183||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|65|Samsung|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|CL21B105KBFNNNE|CL21B105KBFNNNE||PCBA,GPS EOS ROBUST|Samsung||||||184||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|65|Samsung|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|CL21B105KBFNNNE|CL21B105KBFNNNE||PCBA,GPS EOS ROBUST|Samsung||||||185||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|65|Samsung|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|CL21B105KBFNNNE|CL21B105KBFNNNE||PCBA,GPS EOS ROBUST|Samsung||||||186||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|65|Samsung|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|CL21B105KBFNNNE|CL21B105KBFNNNE||PCBA,GPS EOS ROBUST|Samsung||||||187||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|65|Samsung|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|CL21B105KBFNNNE|CL21B105KBFNNNE||PCBA,GPS EOS ROBUST|Samsung||||||188||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|65|Samsung|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|CL21B105KBFNNNE|CL21B105KBFNNNE||PCBA,GPS EOS ROBUST|Samsung||||||189||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|65|Samsung|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|CL21B105KBFNNNE|CL21B105KBFNNNE||PCBA,GPS EOS ROBUST|Samsung||||||190||||CAP,1UF,50V,10%,X7R,CER,0805|GRM21BR71H105KA12L|no|65|Samsung|||||Electronic||10||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Samsung||||||191||||CAP,X7R,0.022UF,50V,10%,0805,SMD|08055C223KAT2A|no|66|Samsung|||||Electronic||2||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Samsung||||||192||||CAP,X7R,0.022UF,50V,10%,0805,SMD|08055C223KAT2A|no|66|Samsung|||||Electronic||2||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|Samsung||||||193||||CAP,0.47UF,50V,10%,X7R,CER,0805|08055C474KAT2A|no|67|Samsung|||||Electronic||1||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C3216X5R1H106KT000N|C3216X5R1H106KT000N||PCBA,GPS EOS ROBUST|TDK||||||194||||CAP,10UF,50V,X5R,10%,CER,1206|C3216X5R1H106K160AB|no|68|TDK|||||Electronic||1||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|TDK||||||195|GRM32DR71E106KA12L|||CAP, X7R, 10UF, 25V, 10%, 1210|GRM32DR71E106KA12L|no|69|TDK|||||Electronic||2||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no||||PCBA,GPS EOS ROBUST|TDK||||||196|GRM32DR71E106KA12L|||CAP, X7R, 10UF, 25V, 10%, 1210|GRM32DR71E106KA12L|no|69|TDK|||||Electronic||2||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C1210C106K5RAC7800|C1210C106K5RAC7800||PCBA,GPS EOS ROBUST|Kemet||||||197||||CAP,10UF,50V,X7R,10%,CER,1210|GRM32ER71H106KA12L|no|70|Kemet|||||Electronic||1||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C1210C106K5RACTU|C1210C106K5RACTU||PCBA,GPS EOS ROBUST|Kemet||||||198||||CAP,10UF,50V,X7R,10%,CER,1210|GRM32ER71H106KA12L|no|71|Kemet|||||Electronic||1||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|KEMC1210C106K5RACTU|KEMC1210C106K5RACTU||PCBA,GPS EOS ROBUST|Kemet||||||199||||CAP,10UF,50V,X7R,10%,CER,1210|GRM32ER71H106KA12L|no|72|Kemet|||||Electronic||1||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|KEMC1210C106K5RACTU.|KEMC1210C106K5RACTU.||PCBA,GPS EOS ROBUST|Kemet||||||200||||CAP,10UF,50V,X7R,10%,CER,1210|GRM32ER71H106KA12L|no|73|Kemet|||||Electronic||1||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|12103C226KAT2A|12103C226KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||201||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|74|AVX Electronics|||||Electronic||3||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|12103C226KAT2A|12103C226KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||202||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|74|AVX Electronics|||||Electronic||3||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|12103C226KAT2A|12103C226KAT2A||PCBA,GPS EOS ROBUST|AVX Electronics||||||203||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|74|AVX Electronics|||||Electronic||3||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C1210C226K3RAC-7800|C1210C226K3RAC-7800||PCBA,GPS EOS ROBUST|Kemet||||||204||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|75|Kemet|||||Electronic||3||UseSpecific||EA
REI-CCA|117167-REV3-REI|3_2|no|C1210C226K3RAC-7800|C1210C226K3RAC-7800||PCBA,GPS EOS ROBUST|Kemet||||||205||||CAP,22UF,25V,20%,X7R,CER,1210|TMK325B7226MM-TR|no|75|Kemet|||||Electronic||3||UseSpecific||EA
